Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1629242","","Abbey Academy Daycare","6650 RANKIN RD ","HUMBLE","TX","77396","HARRIS",832-995-5738,"Licensed Center - Child Care Program","Full Permit",1/12/2017,65,"","1249249","","Y","Y","Y","Y"
"1673032","","Abby's Daycare","921 CYPRESS CREEK PKWY STE 115B","HOUSTON","TX","77090","HARRIS",281-352-0290,"Licensed Center - Child Care Program","Full Permit",9/10/2018,58,"","1304857","","Y","Y","Y","Y"
"1715567","","ABC & 123 Learning Center","23931 NICHOLS SAWMILL RD ","HOCKLEY","TX","77447","MONTGOMERY",281-356-1324,"Licensed Center - Child Care Program","Initial",1/14/2021,102,"","1367850","","Y","Y","Y","Y"
"141005","","ABC 123 A Cat A Me","10914 CULLEN BLVD ","HOUSTON","TX","77047","HARRIS",713-733-8365,"Licensed Center - Child Care Program","Full Permit",9/2/1992,89,"zsana@aol.com","97094","","Y","Y","Y","Y"
"232750","","ABC Academy","9914 BELKNAP RD ","SUGAR LAND","TX","77498","FORT BEND",281-242-2988,"Licensed Center - Child Care Program","Full Permit",12/15/1987,152,"","104163","","N","Y","Y","Y"
"1597656","","ABC Academy Day Care and Learning Center","2337 EL INDIO HWY ","EAGLE PASS","TX","78852","MAVERICK",830-757-6554,"Licensed Center - Child Care Program","Full Permit",11/18/2016,79,"denise_jimenes@yahoo.com","1213498","","Y","Y","Y","Y"
"1693763","","ABC Academy Marble Falls","1512 N US HIGHWAY 281 ","MARBLE FALLS","TX","78654","BURNET",830-693-6085,"Licensed Center - Child Care Program","Full Permit",7/10/2019,110,"","1334650","","Y","Y","Y","Y"
"1685634","","ABC Academy Preschool and Daycare Center","1181 N SAM HOUSTON BLVD ","SAN BENITO","TX","78586","CAMERON",956-276-4082,"Licensed Center - Child Care Program","Full Permit",10/10/2019,39,"","1323038","","Y","Y","Y","Y"
"1495626","","ABC and 123 Learning Center","22585 COMMUNITY DR ","NEW CANEY","TX","77357","MONTGOMERY",281-354-9110,"Licensed Center - Child Care Program","Full Permit",1/14/2013,136,"","1088468","","Y","Y","Y","Y"
"1711815","","ABC Child Care Center","401 NORTH FIFTH ST ","MERTZON","TX","76941","IRION",325-632-2220,"Licensed Center - Child Care Program","Full Permit",4/21/2021,25,"","1361851","","Y","Y","Y","N"
"828937","","ABC Child Care Learning Center","901 HORIZON BLVD SPC IJK","SOCORRO","TX","79927","EL PASO",915-859-7777,"Licensed Center - Child Care Program","Full Permit",5/28/2004,82,"","228087","","N","Y","Y","Y"
"211535","","ABC Child Development Center","104 WAREHOUSE RD ","VICTORIA","TX","77905","VICTORIA",361-576-0911,"Licensed Center - Child Care Program","Full Permit",2/20/1986,160,"pingram@ccwip.net","101448","","Y","Y","Y","Y"
"851974","","ABC Children's Academy","7380 SENATE AVE ","JERSEY VILLAGE","TX","77040","HARRIS",713-896-7700,"Licensed Center - Child Care Program","Full Permit",2/2/2006,143,"abcacademy_1@yahoo.com","278133","","Y","Y","Y","Y"
"1424666","","ABC Children's Academy #2","9450 ROUND UP LN ","HOUSTON","TX","77064","HARRIS",832-604-6062,"Licensed Center - Child Care Program","Full Permit",8/24/2012,144,"abcacademyhouston@gmail.com","997728","","Y","Y","Y","Y"
"1425486","","ABC Children's Learning Center","8385 ANTOINE DR ","HOUSTON","TX","77088","HARRIS",281-445-0606,"Licensed Center - Child Care Program","Full Permit",9/28/2012,105,"qualitychildcare@hotmail.com","998928","","Y","Y","Y","Y"
"949666","","ABC Childrens Learning Home","12338 CAHONE TRL ","AUSTIN","TX","78729","WILLIAMSON",512-250-9087,"Licensed Child-Care Home","Full Permit",6/26/2009,12,"abclearninghome@hotmail.com","421812","","Y","Y","Y","Y"
"850469","","ABC Christian Child Care","4025 VIOLET RD ","CORPUS CHRISTI","TX","78410","NUECES",361-242-2664,"Licensed Center - Child Care Program","Full Permit",1/24/2006,85,"","274930","","Y","Y","Y","Y"
"1350746","","ABC Day School","379 S MAIN ST ","ANDERSON","TX","77830","GRIMES",936-873-5011,"Licensed Center - Child Care Program","Full Permit",2/14/2012,70,"dayschool@andersonbaptistchurch.org","912508","","Y","Y","Y","Y"
"1675996","","ABC Daycare","201 NE 3RD ST ","SEMINOLE","TX","79360","GAINES",432-788-7533,"Licensed Center - Child Care Program","Full Permit",7/25/2019,49,"","1308907","","Y","Y","Y","Y"
"1685161","","ABC Daycare","1810 THORAIN BLVD ","SAN ANTONIO","TX","78201","BEXAR",210-253-9920,"Licensed Center - Child Care Program","Full Permit",8/19/2019,68,"","1322375","","Y","Y","Y","Y"
"1507577","","ABC Discovery Learning Center","8610 MCPHERSON RD STE 300","LAREDO","TX","78045","WEBB",956-753-6762,"Licensed Center - Child Care Program","Full Permit",1/8/2013,52,"","1102683","","N","Y","Y","Y"
"1160587","","ABC Dual Language Learning Center","1163 CLEARLEAF DR ","BRYAN","TX","77803","BRAZOS",979-703-1822,"Licensed Center - Child Care Program","Full Permit",12/21/2010,59,"preschoolchildcare.bcs@gmail.com","678848","","Y","Y","Y","N"
"1406487","","ABC Home","7106 ROOS RD ","HOUSTON","TX","77074","HARRIS",832-659-8363,"Licensed Child-Care Home","Full Permit",6/27/2012,12,"","976971","","Y","Y","Y","Y"
"878904","","ABC Kids Fun 2 Learn Center # 2","645 US BUSINESS 290 E ","HEMPSTEAD","TX","77445","WALLER",979-826-0232,"Licensed Center - Child Care Program","Full Permit",3/18/2008,43,"toilivingston@yahoo.com","324361","","Y","Y","Y","Y"
"1706140","","ABC KIDZ PARADIZE","2523 DAYBREAK DR ","DALLAS","TX","75287","DENTON",214-450-9034,"Licensed Child-Care Home","Full Permit",10/16/2020,12,"kidzparadize2@hotmail.com","1352970","","Y","Y","Y","Y"
"1697283","","ABC Learning Center 1","4333 SW 51ST AVE ","AMARILLO","TX","79109","RANDALL",806-355-8882,"Licensed Center - Child Care Program","Full Permit",3/20/2020,200,"","1339430","","Y","Y","Y","Y"
"1713106","","ABC Learning Center 2","5398 MEADOWGREEN DR ","AMARILLO","TX","79110","RANDALL",806-352-4121,"Licensed Center - Child Care Program","Full Permit",4/30/2021,186,"emma.cantu@icloud.com","1363773","","Y","Y","Y","Y"
"1538929","","ABC Learning Center 3","2707 S BIVINS ST ","AMARILLO","TX","79103","POTTER",806-220-0490,"Licensed Center - Child Care Program","Full Permit",12/16/2014,176,"emma.cantu@icloud.com","1143959","","Y","Y","Y","Y"
"1713109","","ABC Learning Center 4","4214 RIDGECREST CIR ","AMARILLO","TX","79109","RANDALL",806-437-1660,"Licensed Center - Child Care Program","Initial",11/17/2020,110,"emma.cantu@icloud.com","1363780","","N","Y","Y","Y"
"1713116","","ABC Learning Center 5","3510 BOWIE ST ","AMARILLO","TX","79109","RANDALL",806-437-1650,"Licensed Center - Child Care Program","Full Permit",5/6/2021,95,"","1363790","","N","Y","Y","Y"
"503310","","ABC Learning Ctr","1422 E CEDAR ST ","ROCKPORT","TX","78382","ARANSAS",361-729-1512,"Licensed Center - Child Care Program","Full Permit",2/17/1994,75,"abclearningcenter1976@yahoo.com","132576","","N","Y","Y","Y"
"1685087","","ABC LIGHTHOUSE CHILDCARE LLC","7519 AMERICAN HOLLY CT ","CYPRESS","TX","77433","HARRIS",832-271-7522,"Licensed Child-Care Home","Full Permit",8/1/2019,12,"","1322261","","Y","Y","Y","Y"
"1496093","","ABC Preschool and Childcare Center","808 E SHERMAN DR ","DENTON","TX","76209","DENTON",940-565-0095,"Licensed Center - Child Care Program","Full Permit",1/9/2013,119,"","1089007","","Y","Y","Y","Y"
"860955","","ABC Son Shine School","202 W NIBLICK ST ","LONGVIEW","TX","75604","GREGG",903-759-6365,"Licensed Center - Child Care Program","Full Permit",12/1/2006,43,"abcsonshine@gmail.com","296107","","N","Y","Y","Y"
"1715052","","ABC Stars Academy","615 ROYAL PALM ST ","SAN JUAN","TX","78589","HIDALGO",956-460-9831,"Licensed Child-Care Home","Full Permit",6/3/2021,12,"","1367041","","Y","Y","Y","Y"
"1603202","","ABC University Educare","517 PECAN BLVD ","MCALLEN","TX","78501","HIDALGO",956-971-8701,"Licensed Center - Child Care Program","Full Permit",6/10/2016,62,"abc.university@yahoo.com","1218954","","Y","Y","Y","Y"
"549942","","ABC Word Academy","7350 W T C JESTER BLVD ","HOUSTON","TX","77088","HARRIS",281-445-9673,"Licensed Center - Child Care Program","Full Permit",10/13/2000,75,"mariam.munoz32@gmail.com","166018","","Y","Y","Y","N"
"1503683","","ABC's Children's College","2313 HARVEY ST STE 101&102","MCALLEN","TX","78501","HIDALGO",956-630-1622,"Licensed Center - Child Care Program","Full Permit",5/20/2013,90,"","1098097","","Y","Y","Y","Y"
"1706447","","ABCDee Learning Center LLC","7202 DEE ST ","AUSTIN","TX","78745","TRAVIS",925-818-7712,"Licensed Center - Child Care Program","Full Permit",12/31/2020,41,"info@abcdeekids.com","1353399","","Y","Y","Y","Y"
"861370","","ABCs and 123s Infant and Child Care Center LP","13419 HWY 290 E BLDG 5","MANOR","TX","78653","TRAVIS",512-272-8311,"Licensed Center - Child Care Program","Full Permit",12/1/2006,100,"ccmorris123@gmail.com","296836","","Y","Y","Y","Y"
"1660569","","Abernathy Sunshine Academy","801 AVENUE F ","ABERNATHY","TX","79311","HALE",806-490-0028,"Licensed Center - Child Care Program","Full Permit",2/28/2018,59,"abernathysunshineacademy@gmail.com","1287261","","Y","Y","Y","Y"
"1705268","","Abida Sultana","5302 BERWICK LN ","PARKER","TX","75002","COLLIN",214-517-4741,"Licensed Child-Care Home","Full Permit",11/16/2020,12,"Zsultana55@gmail.com","1351545","","Y","Y","Y","Y"
"1679901","","Abiding Love Learning Center","1234 INSPIRING VW ","CANYON LAKE","TX","78133","COMAL",512-216-4673,"Licensed Child-Care Home","Full Permit",2/6/2019,12,"abidinglove123@gmail.com","1314291","","Y","Y","Y","Y"
"219176","","Abiding Love Lutheran Child Development Center","4612 CONVICT HILL RD ","AUSTIN","TX","78749","TRAVIS",512-892-2777,"Licensed Center - Child Care Program","Full Permit",12/23/1986,129,"","102305","","Y","Y","Y","Y"
"841533","","Abiding Presence Lutheran Day School","14700 SAN PEDRO AVE ","SAN ANTONIO","TX","78232","BEXAR",210-491-9565,"Licensed Center - Child Care Program","Full Permit",8/27/2004,102,"dayschool@aplc.org","255719","","N","Y","Y","N"
"1721337","","Abigail Sewalt","1906 SUMMIT HILL DR ","GEORGETOWN","TX","78626","WILLIAMSON",917-443-3792,"Registered Child-Care Home","Registered",5/25/2021,12,"","1377668","","Y","Y","Y","Y"
"525177","","Abigail Washington","642 EDGEDALE DR ","DALLAS","TX","75232","DALLAS",214-336-0791,"Registered Child-Care Home","Registered",12/16/1996,12,"","148446","","Y","Y","Y","Y"
"1717746","","Abilene Learning Academy","2769 S TREADAWAY BLVD ","ABILENE","TX","79602","TAYLOR",325-701-4912,"Licensed Center - Child Care Program","Initial",2/25/2021,85,"abilenelearningacademy@gmail.com","1371340","","Y","Y","Y","Y"
"859413","","Abrahams Seed Day Care","3652 KRISTA ILEE PL ","EL PASO","TX","79938","EL PASO",915-921-1262,"Licensed Child-Care Home","Full Permit",10/30/2006,12,"abrahamseeddc@hotmail.com","293085","","Y","Y","Y","Y"
"511878","2589","Abram Headstart & Child Development Center","1901 E ABRAM ST ","ARLINGTON","TX","76010","TARRANT",817-459-0608,"Licensed Center - Child Care Program","Full Permit",4/10/1995,80,"hradmin@childcareassociates.org","138554","","N","Y","Y","N"
"1630090","","Abugida Academy","11501 PLANO RD ","DALLAS","TX","75243","DALLAS",214-553-5530,"Licensed Center - Child Care Program","Full Permit",2/17/2017,168,"","1250294","","Y","Y","Y","Y"
"1685535","","Abundant Grace Church Christian Montessori Academy","1970 E DOVE RD ","SOUTHLAKE","TX","76092","TARRANT",817-421-9591,"Licensed Center - Child Care Program","Full Permit",12/18/2019,31,"admin@agcma.com","1322897","","N","Y","Y","N"
"1339587","","Abundant Grace Early Childhood Center","5063 RIGSBY AVE ","SAN ANTONIO","TX","78222","BEXAR",210-648-0467,"Licensed Center - Child Care Program","Full Permit",7/2/2012,73,"abundantgracechildcare@yahoo.com","898789","","Y","Y","Y","Y"
"1663392","","Abundant Life Academy of LaMarque","5130 HALLAM ROAD ","LAMARQUE","TX","77568","GALVESTON",409-935-8773,"Licensed Center - Child Care Program","Full Permit",6/8/2018,40,"","1291422","","Y","Y","Y","Y"
"898452","","Abundant Life Christian Day Care & Preschool","509 DAVY DR ","BURKBURNETT","TX","76354","WICHITA",940-569-4300,"Licensed Center - Child Care Program","Full Permit",2/27/2009,99,"alifedaycare@yahoo.com","358971","","Y","Y","Y","Y"
"401679","","Abundant Life Learning Center","6510 BERKMAN DR ","AUSTIN","TX","78723","TRAVIS",512-454-6170,"Licensed Center - Child Care Program","Full Permit",4/13/1995,34,"","116869","","N","Y","Y","Y"
"1452126","","Abundant Love Child Care","16102 DAWN MARIE LN ","SUGAR LAND","TX","77498","FORT BEND",832-755-9958,"Licensed Child-Care Home","Full Permit",1/10/2013,12,"","1032868","","Y","Y","Y","Y"
"1564178","","Abundant Rainbows for Kids","2501 W SCHUNIOR ST ","EDINBURG","TX","78541","HIDALGO",956-316-2058,"Licensed Center - Child Care Program","Full Permit",11/12/2015,52,"abundantrainbowsforkids@gmail.com","1177756","","N","Y","Y","Y"
"1593421","","Abundantly Blessed Child Care Center","790 STATE HIGHWAY 36 S ","CALDWELL","TX","77836","BURLESON",979-567-3600,"Licensed Center - Child Care Program","Full Permit",1/26/2016,54,"fhh2abc2@yahoo.com","1209120","","Y","Y","Y","Y"
"1713218","","Abundantly Blessed Childcare","1301 COLITA AVE ","LIVINGSTON","TX","77351","POLK",936-329-0477,"Licensed Center - Child Care Program","Full Permit",5/14/2021,26,"deshekawyatt@gmail.com","1364083","","Y","Y","Y","Y"
"1677383","","Abundantly Blessed Childcare","2201 US HIGHWAY 70 ","MULESHOE","TX","79347","BAILEY",806-965-2986,"Licensed Center - Child Care Program","Full Permit",2/22/2019,114,"ashleigh@riverofhope.church","1310992","","Y","Y","Y","Y"
"166594","","Abundia Jalomo","1002 N MILAM ST ","SAN BENITO","TX","78586","CAMERON",956-361-2433,"Registered Child-Care Home","Registered",1/29/1987,12,"","98265","","Y","Y","Y","Y"
"1356343","","Academia Preescolar","1511 S CONGRESS AVE ","AUSTIN","TX","78704","TRAVIS",512-916-9940,"Licensed Center - Child Care Program","Full Permit",1/3/2012,40,"academia.congress@gmail.com","918873","","N","Y","Y","Y"
"844295","","Academic Academy Christian Child Care Center","11948 GLOGER ST ","HOUSTON","TX","77039","HARRIS",281-219-3636,"Licensed Center - Child Care Program","Full Permit",5/10/2005,109,"a_academic@yahoo.com","261556","","Y","Y","Y","Y"
"1060346","","Academic Romper Room Child Development Center","13712 WALTERS RD STE 110","HOUSTON","TX","77014","HARRIS",281-444-0448,"Licensed Center - Child Care Program","Full Permit",4/28/2010,140,"academicromperroom@yahoo.com","553709","","Y","Y","Y","Y"
"1681365","","Academy for Artistic Development and Early Learning","1108 FAULKNER LN ","WACO","TX","76704","MCLENNAN",254-732-5335,"Licensed Center - Child Care Program","Full Permit",4/11/2019,34,"","1316659","","Y","Y","Y","Y"
"1666440","","Academy For Blessed Children LLC Daycare/Preschool","105 COUNTY ROAD 941 ","TEAGUE","TX","75860","FREESTONE",254-739-0419,"Licensed Center - Child Care Program","Full Permit",4/25/2018,46,"abcdaycare17@yahoo.com","1295687","","Y","Y","Y","Y"
"544962","","Academy for Creative Learning","9021 CHAPEL RD ","WACO","TX","76712","MCLENNAN",254-420-2333,"Licensed Center - Child Care Program","Full Permit",2/16/2000,356,"thornalsandi@yahoo.com","162265","","N","Y","Y","Y"
"853340","","Academy for Kids","1108 LUCILLE ST ","ALICE","TX","78332","JIM WELLS",361-668-4630,"Licensed Center - Child Care Program","Full Permit",10/10/2005,37,"missya4k@sbcglobal.net","280899","","N","Y","Y","Y"
"833441","","Academy for Kids","11404 ASPEN CREEK DR ","FORT WORTH","TX","76244","TARRANT",817-881-0543,"Licensed Child-Care Home","Full Permit",5/12/2004,12,"kdrumm12@verizon.net","237476","","N","Y","Y","Y"
"830756","","Academy For Kids","1522 WEEKS ST ","WICHITA FALLS","TX","76302","WICHITA",940-767-0014,"Licensed Center - Child Care Program","Full Permit",1/23/2004,120,"","231957","","Y","Y","Y","Y"
"54284","","Academy Learning Center","3519 BURKE RD ","PASADENA","TX","77504","HARRIS",713-943-2560,"Licensed Center - Child Care Program","Full Permit",2/16/1987,75,"cpalomarez@att.net","95095","","Y","Y","Y","Y"
"1648944","","Academy of Carlos Machado Jiu-Jitsu","5201 S COLONY BLVD STE 575","THE COLONY","TX","75056","DENTON",214-494-6111,"Licensed Center - School Age Program","Full Permit",10/9/2017,120,"rcjmachadojiujitsuthecolony@gmail.com","1272619","","N","N","N","Y"
"1711264","","Academy of Fine Arts Central Texas","4008 E STAN SCHLUETER LOOP STE B","KILLEEN","TX","76542","BELL",512-630-1702,"Licensed Center - Child Care Program","Full Permit",12/22/2020,34,"","1361061","","N","Y","Y","Y"
"1541409","","Academy of Learners","7428 SPRING LEA WAY ","NORTH RICHLAND HILLS","TX","76182","TARRANT",817-320-9331,"Licensed Child-Care Home","Full Permit",12/10/2014,12,"leslie@academyoflearners.com","1147704","","Y","Y","Y","Y"
"1717322","","Academy of Little Achievers, LLC","10620 HOMESTEAD RD ","HOUSTON","TX","77016","HARRIS",713-530-1977,"Licensed Center - Child Care Program","Initial",3/22/2021,55,"","1370656","","Y","Y","Y","Y"
"1678801","","Academy Of Little Angels LLC","3540 N ALEXANDER DR ","BAYTOWN","TX","77520","HARRIS",281-838-8022,"Licensed Center - Child Care Program","Full Permit",1/22/2019,41,"dianajn2002@yahoo.com","1312804","","Y","Y","Y","Y"
"535288","","Academy of Little Scholars","8802 W MONTGOMERY RD ","HOUSTON","TX","77088","HARRIS",281-820-3332,"Licensed Center - Child Care Program","Full Permit",9/2/1998,46,"academy.scholars@outlook.com","154670","","Y","Y","Y","Y"
"1706601","","Academy of Young Scholars II, LLC","1917 LAREDO ST ","LAREDO","TX","78043","WEBB",956-334-0342,"Licensed Center - Child Care Program","Full Permit",2/3/2021,61,"","1353639","","N","Y","Y","Y"
"1677398","","Ace Kids Academy","4330 O BANION RD ","GARLAND","TX","75043","DALLAS",972-278-7946,"Licensed Center - Child Care Program","Full Permit",7/25/2019,217,"contact@acekidsacademy.com","1311015","","Y","Y","Y","Y"
"1696961","","Ace Montessori","4770 W UNIVERSITY DR ","PROSPER","TX","75078","COLLIN",972-212-5150,"Licensed Center - Child Care Program","Full Permit",2/12/2020,255,"info@ace-montessori.com","1338931","","Y","Y","Y","Y"
"1688733","","Achieve Learning Child Development Center","509 M L K DR ","ELGIN","TX","78621","BASTROP",512-281-0616,"Licensed Center - Child Care Program","Full Permit",5/29/2019,27,"achievelearningcdc@outlook.com","1327532","","N","Y","Y","Y"
"823671","","Achievement Center of Texas","2950 N SHILOH RD ","GARLAND","TX","75044","DALLAS",972-414-7700,"Licensed Center - Child Care Program","Full Permit",1/15/2003,14,"ed@achievementcenteroftexas.org","217867","","N","N","Y","Y"
"1718009","","Achievements Unlimited, Inc","20817 SUNSHINE LN ","SPRING","TX","77388","HARRIS",281-766-8070,"Licensed Center - Child Care Program","Initial",4/16/2021,65,"","1371815","","N","Y","Y","Y"
"1523272","","Achievers Academy","1014 LARKS TRACE LN ","HOUSTON","TX","77090","HARRIS",409-210-3606,"Licensed Child-Care Home","Full Permit",3/10/2014,12,"achiversacademyllc@yahoo.com","1121959","","Y","Y","Y","Y"
